file,title,sentences,entities
11656704.xml,Hybrids of
Gallic Acid@SiO2 and {Hyaluronic-Acid
Counterpats}@SiO2 against Hydroxyl (●OH) Radicals Studied by EPR: A Comparative Study vs Their Antioxidant
Hydrogen Atom Transfer Activity,"The underpinning principle of this assay involves the formation of a chromophoric compound resulting from the oxidative degradation of 2-deoxyribose mediated by hydroxyl radicals.34 Morin-modified mesoporous silica nanoparticles (AMSNPs-MOR) were synthesized by Arriagada et al.35 Sandhya and collaborators employed a green synthesis approach to fabricate iron oxide nanoparticles utilizing an extract derived from B. | Additionally, Scheme 3 and Table 1 present the molecular structures and corresponding codename of each hybrid material, along with the numbering assigned to each compound. | Table 3 OH Quenching Capacity (mmol) Per Gram of Antioxidant Material and DPPH Quenching Capacity (mmol) Per Gram of Antioxidant Material Materials OH scavenging (mmolg of material) (0.01) Total DPPH scavenging (mmolg) (0.1) OH scavenging (mol OHmol of antioxidant moiety) (0.01) DPPH scavenging via HATnfast (0.2) GA 13.2 8.8 2.24 1.6 1 16.1 11.7 2.70 2.0 GLA 7.3 0 1.44 0 2 6.2 5.7 1.22 1.1 GLAM 2.7 0 0.6 0 3 5.7 0.9 1.27 0.2 GLA_GLAM 4.7 0 1.05 0 4 2.1 5.7 0.57 1.1 The observed divergent antioxidant responses of our materials concerning OH and DPPH radicals imply the engagement of different underlying mechanisms to combat each type of radical.53,54 Gallic acid, being a well-known phenolic compound ubiquitously present in nature, as well as the hybrid material 1, appears to exhibit very high antioxidant capacity toward both DPPH radicals (i.e., via HAT) and hydroxyl (OH) radicals in an aqueous medium.","Si (ORG), ##GA (ORG), SiO2GLA (ORG), SiO2GLAM (ORG), GLASiO2GLAM (ORG), Fenton (PER), D (ORG), EP (MISC), Si (MISC), ##GA (ORG), SiO2GLA (ORG), SiO2GLAM (ORG), GLASiO2GLAM (ORG), Si (ORG), ##GA (ORG), SiO2GLA (ORG), SiO2GLAM (ORG), GLASiO2GLAM (ORG), D (MISC)"
11656763.xml,CaV3.2 T-type calcium channels contribute to CGRP- induced allodynia in a rodent model of experimental migraine,"Cells were washed with DMEM containing 5 FBS, 10 ngmL of nerve growth factor and 10 ngmL of glial cell linederived neurotrophic factor. | Co-immunoprecipitation assay tsA-201 cells were washed once with ice-cold Hepes-based saline solution and then lysed in a modified RIPA buffer (50-mM Tris, 150-mM NaCl, 0.25 Triton X-100, pH 7.5) containing 1x complete protease inhibitor cocktail. | The differential regulation of T-type channels by GPCRs may depend on several factors, including the biological system, presence or absence of accessory proteins (e.g. PKA-anchoring proteins), the balance between excitatory and inhibitory effects triggered by Gα-GTP and Gβγ subunits, among others .","##rain (MISC), C (MISC), C (MISC), T (LOC), C (MISC), C (MISC), C (MISC), C (MISC), C (MISC), C (MISC), C (MISC), C (MISC), C (MISC), C (MISC), C (MISC), 2 (MISC), Z (ORG)"
11656841.xml,Design
Chemical Exchange Saturation Transfer Contrast
Agents and Nanocarriers for Imaging Proton Exchange in Vivo,"Chemical exchange saturation transfer magnetic resonance imaging (CEST MRI) enables the imaging of many endogenous and exogenous compounds with exchangeable protons and protons experiencing dipolar coupling by using a label-free approach. | The coupled protons undergo cross-relaxation, where the saturation is transferred to bulk water.16 Chemical exchange and cross-relaxation could be major components of the relaxation mechanism in biological tissue in magnetization transfer experiments in vivo, and the exchange between water and a series of metabolites and exogenous diamagnetic compounds could then be measured by CEST.15,17 With the repeated saturation transfer, this saturation effect will be detected as the reduction of bulk water signal over a series of offset frequency at steady state, hence the name Z-spectrum (Figure 1A (ii-iii)).18 Notably, the water resonance frequency is at 0 ppm in CEST experiments, in contrast to that at 4.7 ppm in NMR. | While in CEST experiments (Figure 1B (ii-iii)), by measuring the water signal, hydroxyl protons of glycogen were readily detected.18 Given its contrast mechanism, CEST is well-suited for label-free detection of a wide range of endogenous and exogenous compounds where the labile protons such as hydroxyl, amine, and amide protons are exchanging at a slow-to-intermediate rate on an NMR time scale.18 Figure 1 CEST and its relation to 1H NMR. | In addition to the rNOE signals observed in proteins that are assigned to the side chains, rNOE has been observed in organized structures such as cell membranes and liposomes, presumably originated from the choline component or the aliphatic protons of lipid molecules.35,36 Many studies have been devoted to developing fast and accurate acquisition and post-processing methods for decoupling other confounding effects in vivo CEST signals and extracting essential information for diagnosis and treatment evaluation.3739 Exogenous CEST detectable compounds are widely exploited as CEST contrast agents (CEST CAs), further aiding disease diagnosis and treatment monitoring. | For example, Sinharay et al.83 synthesized a compound with a cleavable sulfate group that masks the salicylic acid moiety from producing CEST signal. | The study on phenolic compounds serves as a good example of how phenol-based analogs with different chemical structures can have drastically different offset frequencies and kex due to different stereoelectronic effects experienced by exchangeable protons (Figure 2A-B).95 Moreover, intramolecular and intermolecular hydrogen bonding also modulate kex. | For example, hydroxyl protons have an exchange rate at about 2300 s1 at pH 7.3, which belongs to the fast exchange regime and could have attenuated CEST signal at physiological pH, but enhanced contrast at acidic tumor microenvironment due to reduced kex.97,98 A thymidine-based compound is used as a CEST imaging probe for herpes simplex virus type-1 thymidine kinase, where optimal kex for the CEST CA was obtained when the pKa increased.99 Mapping pH in vivo could be performed using clinical iodinated CT agents iopamidol as well.100,101 It has two peaks at 4.2 and 5.5 ppm originating from separate amide groups on the iopamidol molecule with different pH dependency. | 3.1 Imaging Biological Processes by Enhanced CEST Contrast via Compartmentalization CEST detects the distribution of small molecules in vivo. | Table 1 A List of Studies That Developed Nonparamagnetic CEST CAs for Detecting Molecular Events in vivo DiseasePhysiological process Location Molecular events assessed with CEST CA CEST CA employed CEST contrast offset (ppm) Tumor Brain Agent delivery and distribution,129,130 recovery process of hydrogel129 Injectable hydrogel formed by Pemetrexed-peptide conjugate,129 maltitol130 5.2,129 1130 Tumor hemodynamics98 Dextran of 1 kDa 1.2 Distribution of liposome and encapsulated drug,126,131 response to chemotherapeutic treatment131 Nanocomposite hydrogel with liposomal barbituric acid126 and with liposomal gemcitabine and methotrexate coloaded131 5 and 3.4,126 2.4 and 3.5131 Detection of transplanted tumor cells labeled with carbon dot liposome74 Liposome encapsulating carbon dots 2 Subcutaneous xenograft (glioblastoma) pHe change responding to treatment132 Iopamidol-liposome embedded alginate microbeads 4.2 (iopamidol), 3.4 (liposome) (lung cancer) Agent distribution and temporal evolution133 Tetraphenylporphine sulfonate (TPPS4) 9.75 (melanoma) Temporal kinetics of glucose derivatives134 d-glucose and 3-O-methyl-d-glucose 1.2 (leukemic cancer) Intracellular deoxycytidine kinase activity89 Deoxycytidine and its phosphorylated form 2 Membrane antigen targeting in pancreatic and prostate cancer121,135,136 Dextran (10 kDa) with targeting moieties,121,135 salicylic acid and antigen grafted polymeric agent136 1,121,135 7.211.8136 (breast cancer) Increased vascular volume and acidic EES,97 perfusion,103 pH,137,144 distinct agent distributions138,142 d-glucose,97 four iodinated CT agents,103 peptide hydrogel loaded with iopamidol,137 salicylic acid based monomer agentpolymer agentiopamidol,144 dextran (70 kDa) and voluven (130 kDa),138 PEGPAM-PANDOX,142 0.82.2,97 4.3,103 4.2 and 5.5,137 5.0 and 9.2 for salicylic acid based agent and 4.2 and 5.6 for iopamidol,144 1,138 0.5,142 (colon cancer) Longitudinal monitoring of agent distribution and response to TNF-α therapy,119,139 vascular permeability,106,118 tumor associated enzyme furin,140 activity and inhibition of enzyme kallikrein 6 (KLK6)86 Liposome loaded with barbituric acid,119 iodixanol liposome,139 dextran of 10 kDa and 70 kDa106 and 150 kDa,118 olsalazine-peptide conjugate with furin-mediated intracellular reduction capability,140 salicylic acid with a substrate for KLK686 5,119 4.3,139 0.9,106 1,118 9.8,140 5.3 and 9.586 Liver pH mapping in patients141 and rodent orthotopic tumor model145 Ioversol 4.3 Breast Drug accumulation,143 pHe145 Aspirin,143 ioversol145 9.6,143 4.3145 Ovary γ-glutamyl transferase activity85 Salicylic acid with glutamyl ligand 4.8 and 9.2 Ischemic stroke Brain Drug distribution and targeted delivery122 Citicoline liposome 2 Distribution, pH, temperature change146 Animal-derived extracellular matrix hydrogel 1.8 and 3.6 Alzheimers Disease Brain Amyloid-β detection147 Angiopep-2 3.2 Acute kidney injury Kidney pH evolution101 Iopamidol 4.2 and 5.5 Physiological process Lymph nodes Lymphatic uptake148 Glycogen liposome, l-arginine liposome, and poly-l-lysine liposome 0.8 (glycogen liposome), 1.82.2 (l-arginine liposome), 3.6 (poly-l-lysine liposome) Subcutaneously transplanted xenogeneic hepatocytes Fate of transplanted cells68 Alginate microspheres encapsulating l-arginine liposome and transplanted cells 2 Brain nose-to-brain drug delivery and distribution123 Mucus-penetrating liposome encapsulating iohexol 4.3 (iohexol), 3.4 (liposome), 1.2 (PEG) Binding of caffeine to less mobile substrate113 Caffeine 1.5 Kidney pH mapping in mouse100 and healthy volunteers104 Iopamidol 4.2 and 5.5 Placenta Glucose mapping in human placenta149 Glucose 0.754 3.2 Imaging Drug Release and Distribution Many clinically used drugs and compounds can be detected by CEST MRI using a label-free approach that facilitates theranostic applications.10,46 For example, deoxycytidine kinase (DCK) is one of the enzymes clinically proven to be essential for the activation of a series of chemotherapeutics such as gemcitabine and is known to be associated with cancer resistance.150 Advantageously, CEST detects DCK activity label-free by monitoring the accumulation of the product of the enzymatic conversion in tumor cells, where higher CEST contrast can be observed in DCK () tumor cells.89 Drug solution administered alone could be cleared by metabolism, renal, or hepatobiliary pathway,151 resulting in insufficient exchangeable protons for CEST detection and for desirable treatment efficacy. | In a subcutaneous tumor model, d-glucose was rapidly metabolized in about 30 min, while for dextran of 10 kDa and dextran of 70 kDa, the retention of high MW dextran was observed.97,106 This demonstrates that small molecules and their nanocarrier forms with properly selected sizes (dextran could range from 5.9 to 77 nm) could be used to probe tumor vasculature leakiness. | A collection of anticancer drugs has been identified as CEST CAs.46 Other therapeutics such as nonsteroidal anti-inflammatory drugs (NSAIDs), neuroprotective drugs, and cardiovascular drugs are waiting to be explored.","CE (MISC), MRI (MISC), CE (MISC), CE (MISC), MR (MISC), MRI (MISC), MRI (MISC), Gado (MISC), GBCA (MISC), MR (MISC)"
11656847.xml,Temperature induces brain-intake shift of recombinant high-density lipoprotein after traumatic brain injury,"These are also the most important targets in neuroprotection and clinical management following TBI. | Lots of research have been reported in neuroprotective drug discovery. | N-acetyl-aspartyl glutamate (NAAG) peptidase inhibitor reduced cellular damage in decreasing the excessive glutamate elevation after TBI . | One of the obstacles in moving the neuroprotective drug forward from bench to bedside lies in the penetrability of BBB and the cellular uptake by brain nerve cells of the pharmaceutical molecules. | It was reported as a promising neuroprotective agent in the preservation of BBB integrity, anti-inflammatory and antioxidant properties, reduction of neuronal excitatory damage, and promotion of neural regeneration . | Remarkably, our previous study found that rHDL administration during mild hypothermia in TBI mice achieved less neuroprotective effects , implying for the first time that body temperature may induce a brain-intake shift of rHDL. | As a physical intervention for neuroprotection, mild hypothermia, which involves actively cooling a patient to 3234 C, exerts neuroprotective effects by intervening in multiple pathways, including suppressing inflammation, preventing apoptosis, mitigating disruption of the BBB, and promoting neuronal integrity, and is applied especially in patients with severe TBI . | In this study, we utilized rHDL as a model drug for neuroprotection and investigated how clinically relevant temperatures (therapeutic hypothermia and hyperthermia) influenced rHDLs brain transport and cellular uptake by different types of injured brain cells following TBI (Scheme 1). | Moreover, rHDL demonstrated neurotrophic properties, enhancing nerve cell viability as the dose concentration increased (Figure S2). | The neuroprotective effects of rHDL were likely to be mediated by ApoE3 because it promoted neurite extension while ApoE4 inhibited it . | Secondly, many neuroprotective drugs, such as antioxidants, anti-inflammatory drugs, or drugs that inhibit excessive release of excitatory neurotransmitters, may be most effective in the first few hours after TBI. | As the BBB blocks most of the macromolecular drugs and about 98 of the small molecule drugs from entering the brain, these neuroprotectants mainly cross the BBB and enter the brain by means of receptor-mediated endocytosis, and their entire processes consume energy . | Due to the highest uptake of rHDL by neurons with normothermia treatment and the neuroprotective effect of rHDL and therapeutic hypothermia, neuron survival in the normothermia and hypothermia groups was notably higher than that of the hyperthermia group (Fig.","T (MISC), T (MISC), T (MISC), T (MISC), B (MISC), ##D (MISC), LDLR (MISC), L (MISC)"
11656992.xml,Correlation Between Electronic Patient-Reported Outcomes and Biological Markers of Key Parameters in Acute Radiation Cystitis Among Patients With Prostate Cancer (RABBIO): Prospective Observational Study,"The biomarkers measured with these methods were as follows: Biomarkers related to inflammation: macrophage migration inhibitory factor; cytokines IL-1α, IL-1β, IL-4, IL-6, IL-7, IL-8, IL-10, IL-13, IL-17α; macrophagic inflammatory protein (MIP-1α); tumor necrosis factor (TNFα); vascular cell adhesion molecule-1 (VCAM-1); intercellular adhesion molecule-1; chemotactic cytokines (MCP-1, MCP-3, RANTES); C-X-C chemokine motif (CXCL10); M1M2 ratio; CD4 and CD8 T lymphocytes; and C-reactive protein. | Biomarkers of remodeling: plasminogen activator inhibitor 1 (PAI-1), metalloproteinases (MMP-9), matrix metalloproteinase inhibitors (TIMP1 and TIMP2); hepatocyte growth factor (HGF), placental growth factor, vascular endothelial growth factor, epidermal growth factor, heparin-binding epidermal growth factor, nerve tissue growth factor, and GP51 glycoprotein.","RC (MISC), RC (MISC), B (ORG), ##L (MISC), International Prostate S (MISC), Score (MISC), Fun (MISC), Assessment of Cancer Therapy (MISC), Prostate (MISC), CD (MISC), CD (MISC)"
11657146.xml,Gut microbiota and microbial metabolites for osteoporosis,"Prematurely aged mice (PAM) cohoused with special nonprematurely aged mice (NPAM) presented improved immune function in the spleen and thymus, improved redox status in the liver and heart and ultimately an extended lifespan.93 To delve deeper into reality, short social interactions between the PAM and NPAM may underly the observed improvements in health.94 Furthermore, physical contact appears to be crucial to experiencing the positive effects of social interaction.95 In addition, studies have suggested that social interaction rescues memory deficits in animal models of Alzheimers disease by increasing brain-derived neurotrophic factor (BDNF)-dependent hippocampal neurogenesis.96 In real human society, the idea that social interaction promotes healthy aging is well established. | When bile acid metabolism in the liver is disturbed, the levels of chelated bile acids increase and they act as natural inhibitors of FXR, thereby inhibiting osteogenic function. | In an osteoarthritis mouse model, FXR receptor agonists attenuate osteoclast fusion in subchondral bone by inhibiting the JNK12NFATc1 pathway.192 Another study using offload and OVX mouse models showed that FXR deficiency accelerates osteoclast formation by downregulating JNK12 expression and increasing the expression of peroxisome proliferator-activated receptor (PPARγ) and peroxisome proliferator-activated receptor γ coactivator 1 (PGC-1β). | In addition, FXR deficiency downregulates the expression of interferon-β (IFN-β) through receptor activator of nuclear factor-kappa B ligand (RANKL), thereby impacting the downstream JAK3-STAT1 signaling pathway. | C3 and C4 inhibit osteoclast differentiation by inhibiting histone deacetylases (HDACs).244,245 The HDAC inhibitor TSA significantly inhibits osteoclast differentiation, but the agonists GPR41, GPR43 and GPR109A (the receptors of SCFAs) have no effect. | SCFAs and their receptors act as bone resorption modulators.251 Endogenous receptors of SCFAs, including GPR18, GPR41, GPR43 and GPR109A, are expressed in both osteoclasts and osteoblasts.252,253 Compared with wild-type controls, GPR109A-deficient (GPR109A) mice present significantly greater bone mass and strength in the tibia and spine, as well as significantly lower osteoclast counts and bone absorption marker levels.254 Even in gonadectomy (OVX) and orchidectomy (ORX) osteoporosis models, the degree of bone loss in GPR109A mice is lower than that in wild-type mice, and the expression of a bone resorption marker (Cathepsin K) is significantly lower in GPR109A mice than in wild-type mice.255 After FMT, GPR41 and GPR43 mRNA levels are significantly increased in the tibia, as was the bone mass.250 The inhibitory effects of C2C3C4 on osteoclast differentiation and bone resorption are independent of the free fatty acid surface receptors FFA3 (GPR41) and FFA2 (GPR43).249 The possible mechanism for this effect may be that C3 and C4 significantly inhibit TRAF6 and NFATc1 at early time points after RANKL receptor activation. | Small amine compounds are produced by oxidation mediated by the liver-flavin monooxygenase (FMO) family. | Host DPP4 inhibitors may not be effective at targeting bacterial DPP4. | Abbreviations 3HB3-Hydroxybutyrate acidABTAntibiotic treatmentABXAntibiotic cocktailBasBile acidsBDNFBrain-derived neurotrophic factorBMDBone mineral densityCACholic acidCARConstituent androstane receptorCRPCCastration-resistant prostate cancerDCADeoxycholic acidDIODisuse-induced osteoporosisDXADual-energy X-ray absorptiometryEREstrogen receptorFMOFlavin monooxygenaseFMTFecal microbiota transplantationFXRFarnesol X receptorGCAGlycocholic acidGDCAGlycodeoxycholic acidGFGerm-freeGIOPGlucocorticoid-induced osteoporosisGLCAGlycolithocholic acidGMGut microbiotaGPAGeniposidic acidHDCAHistone deacetylaseIFN-βInterferon-βIFN-γInterferon gammaIGF-1Insulin-like growth factor 1IPAIndole-propionic acidLCALithocholic acidLPSLipopolysaccharidesMHIsMicrobial host isoenzymesNFATC1Nuclear factor of activated T-cell cytoplasmic 1NPAMNonprematurely aged miceNPYneuropeptide YOCPsOsteoclast progenitor cellsORXOrchidectomyOVXOvariectomizedPAMPrematurely aged micePBMCsPeripheral blood mononuclear cellsPGC-1Peroxisome proliferator-activated receptor γ coactivator 1PPARγPeroxisome proliferator-activated receptor γPXRPregnane X receptorRANKLReceptor activator of nuclear factor-kappa B ligandRCTRandomized controlled trialS1PSphingosine-1-phosphateS1PR21-Phospho-sphingosine receptor 2SCFAsShort-chain fatty acidsT2DMType 2 diabetes mellitusTBAsTotal bile acidsTCATaurocholic acidTGR5Takeda G protein-coupled receptor 5TMATrimethylamineTMAOTrimethylamine N-oxideTUDCATauroursodeoxycholic acidUDCAUrsodeoxycholic acidVDRVitamin D receptor","ABS (ORG), GM (MISC), GM (MISC), GM (MISC), GM (MISC), GM (MISC), GM (MISC), GM (MISC)"
11657170.xml,Immunomodulatory features of MSC-derived exosomes decorated with DC-specific aptamer for improving sublingual immunotherapy in allergic mouse model,"reported that exosome-formulated catalase could induce neuroprotective effects due to crossing the blood-brain barrier .","Me (MISC), MSC (MISC), Ex (MISC), A (MISC), DC (MISC), MSC (MISC), Ex (MISC), O (MISC), DC (MISC), Ex (MISC), O (MISC), O (MISC), Exo (MISC), O (MISC), IFN (MISC), IL (MISC), E (MISC), O (MISC), Ex (MISC)"
11657192.xml,Insights and progress on the biosynthesis, metabolism, and physiological functions of gamma-aminobutyric acid (GABA): a review,"Finally, we discuss the development of ligands for the GABA receptor binding site, the prospects of GABA production and application, as well as its clinical trials in potential drugs or compounds targeting GABA for the treatment of epilepsy. | As an inhibitory neurotransmitter, GABA is most widely distributed in the central nervous system in mammals, but it is also expressed in small amounts in many peripheral tissues (e.g., liver, kidney, stomach, small intestine, and reproductive organs). | GABA is considered one of the inhibitory neurotransmitters involved in a variety of metabolic activities, such as depression, anxiety and stress management, hypertension, diabetes, cancer activity, oxidative, inflammatory, microbial, and allergic resistance, and protection of the liver, kidney, and intestine. | New clinical trials targeting GABA for the treatment of epilepsy are briefly discussed, along with a detailed examination of potentially effective drugs or compounds targeting GABA for epilepsy treatment. | On this basis, this review also discusses in depth potential drugs or compounds that target GABA, using epilepsy as an example. | In 1961, Curtis, Phillis Watkins (1961) found that GABA had an inhibitory effect on spinal cord neurons, providing further evidence for GABAs function as a neurotransmitter. | GABA can react with ninhydrin to form a purple compound, which has a maximum absorption at 570 nm. | At the center of this channel is a pore permeable to chloride ions; the GABAA receptor exerts an inhibitory effect in the central nervous system by modulating the cell membranes depolarization. | GABAB receptors not only mediate the actions of major inhibitory neurotransmitters but also associate with neurological and gastrointestinal disorders, as well as mental health issues. | The GABAC ρ1 subunit not only plays an important role in inhibitory pathways and sensory processing in the retina and spinal cord but also acts as an inhibitory modulator in olfactory bulb neurons, affecting olfactory signaling processes (Chen et al., 2007). | At the same time, excessive intake of GABA (as a neurotrophic substance) by insects can also affect their growth and development (Kiep et al., 2015). | Effects of GABA on physiological functions in mammals GABA, as a major inhibitory neurotransmitter, has effects that extend beyond suppressing anxiety, relieving depression, and providing sedation and sleep aid. | Regulating the nervous system As a major inhibitory neurotransmitter, GABA can effectively alleviate or directly suppress anxiety by blocking the reception of anxiety-related information in the central nervous system and binding to anxiety-reducing receptors in the brain (Jiang et al., 2020). | In mature neurons, GABA primarily serves an inhibitory role. | Systemic administration of the gamma-aminobutyric acid transporter-1 inhibitor NO-711 is prophylactic and therapeutic for paclitaxel-induced thermal nociceptive hypersensitivity and cold allodynia in some patients with dose-limiting painful peripheral neuropathy caused by paclitaxel during cancer treatment (Masocha Parvathy, 2016). | Although GABA shows potential inhibitory effects on cancer, most of these results are derived from in vitro cellular and animal experiments, and its actual effects on humans still need to be confirmed by further clinical studies. | Neuronal proteomic studies in young and aging animals revealed that the channel protein TMC-1 achieves its anti-aging function by regulating GABA signaling, and the TMC-1-GABA-PKC signaling axis is neuroprotective under aging and disease conditions (Wu et al., 2022). | A therapeutic serum containing GABA and a variety of peptides with neurotransmitter inhibitory and cell signaling properties has been shown to be capable of improving the appearance of expression lines under the eyes and on the face, including crows feet and forehead lines (Draelos, Kononov Fox, 2016). | As the primary inhibitory neurotransmitter of the central nervous system, GABA is present in approximately 2550 of mammalian neurons (Miri et al., 2023). | There are many potential possible drugs or compounds that could target GABA for the treatment of epilepsy. | GABAA receptors play a key role in inhibitory neurotransmission; therefore, drugs targeting GABAA receptors have received extensive research attentions in the treatment of epilepsy. | By enhancing the inhibitory effects of GABA, these drugs can reduce neuronal excitability and exert an antiepileptic effect. | Phenobarbital effectively prolongs the opening time of the chloride channel by acting on the GABAA receptor, significantly enhancing the inhibitory effect of GABA. | In addition to research on drugs targeting the GABAA receptor for the prevention and treatment of epilepsy, research is actively underway on a wide range of drugs or compounds targeting the GABAA, GABAB and GABAC receptors for the prevention and treatment of a variety of disorders, such as Parkinsons disease, muscle spasms, depression and others.","GA (MISC), L (MISC), GA (MISC), GA (MISC), GA (MISC), ##C (ORG), GA (MISC), GA (MISC), GA (MISC), GA (MISC), GA (MISC), GA (MISC), GA (MISC), GA (MISC)"
11657232.xml,Mystery of gamma wave stimulation in brain disorders,"Evidence suggests that gamma entrainment-inducing stimulation methods offer notable neuroprotection, although somewhat controversial. | Alzheimers disease TgF344-AD ratsSynaptic dysfunctionNeuronal hyperexcitabilitySWR power SWR duration θ-γ couplingCognitive impairmentC57BL6, PV-Cre knock-in mice, SST-IRES-Cre knock-in miceAβo1-42 causes synapse-specific dysfunctions in PV and SST interneuronsθ-nested γ oscillationsLTPMemory encoding dysfunction(APP)PS1 miceDysfunction of reciprocal dendrodendritic synapses between GCs and MCsLFPAberrant increase in γ oscillationsOlfactory impairmentpreceding learning defectAPPPS1 and 3xTg miceDecrease in the excitatory responses of MT cellsAbility of MT cells to trigger interneuron GABA releaseOlfactory dysfunctionHuman apoE4-KI C57BL6 miceApoE4-induced GABAergic interneuron lossSWR-associated slow gamma power in the hippocampusLearning and memory deficits(14, 207)C57BL6 miceLoss of tau homeostasis in hilar astrocytes of the dentate gyrus; Altered mitochondrial dynamics and functionGamma oscillations and the number of neurons expressing PV in the dentate gyrusSpatial memory impairments Parkinsons disease PD patientsDopamine depletionThe basal ganglia function disruptionRecruitment of fast gamma bursts during movement BradykinesiaPD patientsLTP-like plasticity capacity in M1γ oscillations within the basal ganglia-thalamocortical networkLocomotor dysfunctionC57BL6 miceDopamine depletion selectively disrupts interactions between striatal neuron subtypes and LFP oscillationsStriatal transient high-γ (60100 Hz) power Movement initiation and rotation impairment(208) Stroke C57BL6J miceEnduring depolarization and interneuron function impairmentThe activity of adjacent excitatory neuronsVascular and behavioral dysfunctionTwo-vessel occlusion (2VO) rat modelReduction of the theta-gamma cross-frequency coupling strength in the hippocampusShort and long-term potentiation impairmentCognitive dysfunction Schizophrenia Sdy miceDysbindin-1 mutation-induced defective mitochondrial fissionGamma range integrated power in CA3 Cognitive impairmentDlx56(-) miceAbnormalities in GABAergic interneuronsFSINs generate gamma oscillationsDisrupt PFC-dependent cognition Autism spectrum disorder ASD patientsThe number of interneuronsDysregulation in GABA receptor subunit expressionImbalance between excitatory and inhibitory signalingImpairments in activities of daily livingASD patientsSpontaneous gamma activity in frontal, temporal, and right-lateral regionsTask-related gamma power; Long- and short-range gamma connectivitySensory abnormalitiesSWR, sharp wave-ripple; PV, parvalbumin interneurons; SST, somatostatin interneurons; LTP, long-term potentiation; GCs, Granule cells; MCs, mitral cells; LFP, local field potential; OSNs, olfactory sensory neurons; EOG, electro-olfactogram; MT cells, mitraltufted cells; M1, primary motor cortex; FSINs, fast-spiking interneurons; PFC, prefrontal cortex Multiple studies demonstrate the beneficial effects of γ oscillation stimulation (Table 2) . | Promisingly, γ stimulation produced by non-invasive or invasive approaches has been shown to exert potent neuroprotective effects in brain disorders . | Similar investigations in Tau P301S and CK-p25 mice also demonstrated that chronic γ flickering light stimulation enhances functional neuronal connectivity across brain areas, ameliorates neuronal loss, reduces DNA double-strand breaks, offers neuroprotection, and improves spatial memory . | Furthermore, altered immune factors and cytokines in the cerebrospinal fluid of Alzheimers patients following audiovisual γ flicker include downregulation of TGF-α (astrocyte activator), IL-5 (microglial proliferation), MIP-1β (microglial motility), and TWEAK (apoptosis inducer) . | Although optogenetic stimulation has demonstrated neuroprotective effects, the mechanisms by which γ entrainment in various brain regions affects Aβ deposition remain unclear. | Additionally, γ-taVNS exerts inhibitory effects on the hippocampal NF-κB pathway, increasing neuroprotection, spatial memory, and learning . | The pathological buildup of amyloid-beta oligomers (Aβo) disrupts the synchronized generation of action potentials in pyramidal cells and disturbs the balance of excitatory and inhibitory processes within the hippocampal network . | In AD mouse models, the regulatory capacity of inhibitory interneurons to maintain oscillatory rhythms and network synchrony crucial for cognitive function is compromised . | Moreover, the delicate balance between excitatory and inhibitory processes is disrupted, leading to reduced cerebral activity that impedes the dynamic reorganization of functions after the stroke . | Recent findings suggest modulating cortical oscillatory dynamics during the acute phase may offer neuroprotection against stroke (Fig. | In the acute phase following stroke, optogenetic stimulation of fast-spiking interneurons at 40 Hz in the lesioned hemisphere activates inhibitory interneurons in the M1, reducing the incidence of spreading depolarizations . | Gamma stimulation confers various benefits on SCZ and ASD, including preserving GABAergic signaling, alleviating mitochondrial fission, enhancing prefrontal interneuron activity, improving cognitive flexibility and control, maintaining prefrontal activity dynamic balance modulation, preserving cerebral cortex excitatory-inhibitory equilibrium and parvalbumin cell function, and alleviating behavioral changes Gamma brain stimulation for autism spectrum disorder ASD is a multifactorial condition influenced by genetic and environmental factors, leading to persistent deficiencies in social engagement and communication, sensory abnormalities, restricted interests, and repetitive behaviors . | In patients with ASD, reduced interneuron numbers and dysregulated GABA receptor subunit expression reflect an imbalance between excitatory and inhibitory signaling, primarily mediated by the GABAergic pathway . | Disruptions in inhibitory feedback, mediated by fast-spiking interneurons, lead to imbalances in excitation and inhibition within prefrontal circuits among young individuals, resulting in reduced coherence in evoked γ frequency synchronization . | Manipulation of γ oscillations, particularly within the dorsolateral prefrontal cortex, correlates with enhancements in cognitive abilities, corrections of the excitatory-inhibitory balance within the cerebral cortex, and improvement of social deficits . | Deletion of the autism-associated Cntnap2 gene disrupts the density of PV interneurons within the hippocampus, leading to imbalances in inhibitory neurotransmission in the perisomatic region . | The neuroprotective effects of induced gamma activity, particularly through 40 Hz GENUS, are promising. | Future investigations are essential to clarify the cellular mechanisms that regulate brain oscillations, thereby enhancing understanding of the neuroprotective mechanisms that mitigate disease progression. | While the pronounced neuroprotective effects of 40 Hz GENUS in various neurodegenerative disease models are noteworthy, several unresolved questions remain and warrant further exploration. | Additionally, determining how long the neuroprotective effects of GENUS last after cessation is crucial, as this information could inform long-term treatment strategies for sustained therapeutic benefit.","Alzheimers (MISC), Parkinsons (MISC), ##chi (MISC)"
